date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-20 00:00:00,33.9,29.7,39.2,0,,,10.6,,1004.8,
2023-09-21 00:00:00,35.6,31,42,0,,,12.2,,1004.4,
2023-09-22 00:00:00,35.4,32,40,0,,,10.3,,1004.1,
2023-09-23 00:00:00,34.3,30,40.8,0,,,9.2,,1004.5,
2023-09-24 00:00:00,34.2,31,39,0,,,10.9,,1005.3,
2023-09-25 00:00:00,33.5,30,38,0,,,8,,1004.5,
2023-09-26 00:00:00,33.5,30,37.4,0,,,10.2,,1005,
2023-09-27 00:00:00,34,30.9,38,0,,,9.4,,1007,
2023-09-28 00:00:00,33.9,30.8,38,0,,,7.7,,1007.9,
2023-09-29 00:00:00,34.5,31,40,0,,,8.1,,1007.4,
2023-09-30 00:00:00,33.6,29,39,0,,,8.8,,1008,
2023-10-01 00:00:00,33.9,30,39,0,,,16.2,,1008.6,
2023-10-02 00:00:00,34,30,38.8,0,,,15.3,,1008.2,
2023-10-03 00:00:00,33.3,30,36.2,0,,,9.9,,1008.9,
2023-10-04 00:00:00,34.1,29.8,40,0,,,9,,1009.5,
2023-10-05 00:00:00,35.6,31,41,0,,,14.8,,1009.4,
2023-10-06 00:00:00,35.4,32,40,0,,,23.2,,1007.8,
2023-10-07 00:00:00,33.6,31,38.3,0,,,25.7,,1007.2,
2023-10-08 00:00:00,33.4,29,39.5,0,,,11.4,,1009.6,
2023-10-09 00:00:00,33.7,29.1,40,0,,,10.3,,1010.9,
2023-10-10 00:00:00,32.6,29,37,0,,,9.3,,1010.5,
2023-10-11 00:00:00,31.6,28,35,0,,,8.8,,1010.6,
2023-10-12 00:00:00,32.2,29,36,0,,,8.6,,1011.6,
2023-10-13 00:00:00,33.1,28,41,0,,,8.8,,1011.7,
2023-10-14 00:00:00,32.8,29,40,0,,,9.1,,1010.8,
2023-10-15 00:00:00,32.1,28.9,37,0,,,7.8,,1009.2,
2023-10-16 00:00:00,31.6,28.8,36.4,0,,,7.2,,1008.7,
2023-10-17 00:00:00,31.6,28.7,37.5,0,,,8.2,,1010.2,
2023-10-18 00:00:00,31.2,29,33,0,,,9.3,,1012.5,
2023-10-19 00:00:00,31.9,27.9,38.8,0,,,11.5,,1013,
2023-10-20 00:00:00,32.4,29,38,0,,,8.5,,1013,
2023-10-21 00:00:00,32.4,28.2,38,0,,,9.8,,1013.2,
2023-10-22 00:00:00,31.5,28,36.5,0,,,12,,1013.9,
2023-10-23 00:00:00,31.5,27.5,36,0,,,12.7,,1013.4,
2023-10-24 00:00:00,31.7,28,36,0,,,11.6,,1012.3,
2023-10-25 00:00:00,30.8,28,33,0,,,9.8,,1013.3,
2023-10-26 00:00:00,29.4,23,33.1,0,,,14.8,,1015,
2023-10-27 00:00:00,29,27,31.4,0,,,15.2,,1014.5,
2023-10-28 00:00:00,28.6,25,31,0,,,8,,1013.4,
2023-10-29 00:00:00,29.2,27,32.4,0,,,7.7,,1013,
2023-10-30 00:00:00,29.1,26,32,0.6,,,9.5,,1013.4,
2023-10-31 00:00:00,30.2,27.8,33,0,,,11.4,,1013.8,
2023-11-01 00:00:00,30.5,29,32,1.7,,,11.7,,1014.7,
2023-11-02 00:00:00,28.8,25,33.1,0.1,,,12,,1014.5,
2023-11-03 00:00:00,28.9,26.8,32,0.7,,,15.4,,1013.8,
2023-11-04 00:00:00,28.8,26,32,0,,,13.4,,1012.6,
2023-11-05 00:00:00,28.9,26,33.3,0,,,11.6,,1013,
2023-11-06 00:00:00,28.9,26,33,0,,,12,,1013.9,
2023-11-07 00:00:00,27.9,25,31.3,0,,,13.5,,1014.2,
2023-11-08 00:00:00,27.8,25,31,0,,,14.1,,1014.2,
2023-11-09 00:00:00,28.1,25.9,30.6,0,,,11.4,,1015.7,
2023-11-10 00:00:00,27.8,26,30,0,,,10.6,,1017.1,
2023-11-11 00:00:00,28.2,26,31,0,,,7.8,,1018.2,
2023-11-12 00:00:00,28.3,26,31,0,,,7.6,,1018.6,
2023-11-13 00:00:00,27.7,25,30,0,,,8.6,,1017.1,
2023-11-14 00:00:00,27.5,25,31,0,,,6.8,,1015.1,
2023-11-15 00:00:00,27.7,24.7,31,0,,,9.2,,1013.7,
2023-11-16 00:00:00,27.8,21,30,6.5,,,10.4,,1014.3,
2023-11-17 00:00:00,25.5,21,29.1,26.9,,,10.5,,1016.5,
2023-11-18 00:00:00,25.4,23,28,0,,,12.9,,1016.8,
2023-11-19 00:00:00,25.4,21.8,29.1,0,,,7.6,,1015,
2023-11-20 00:00:00,26.4,24,28.1,0,,,10.4,,1013.2,
2023-11-21 00:00:00,28.5,26.9,32,1.3,,,11.8,,1014.3,
2023-11-22 00:00:00,26.3,24,29,0,,,21.7,,1018.3,
2023-11-23 00:00:00,24.1,22,27.7,0,,,18.2,,1016.2,
2023-11-24 00:00:00,24,22,26,0,,,14.1,,1012.8,
2023-11-25 00:00:00,24.7,23,27,0,,,17.9,,1015.1,
2023-11-26 00:00:00,24.7,22,27,0,,,7.5,,1016.1,
2023-11-27 00:00:00,25.6,23,30,0,,,10.8,,1013.6,
2023-11-28 00:00:00,27.5,25,33.4,0,,,13.4,,1013.3,
2023-11-29 00:00:00,24.9,22,28,0,,,20,,1016.5,
2023-11-30 00:00:00,22.4,20,26,0,,,17.4,,1017.6,
2023-12-01 00:00:00,22.8,20,27,0,,,15,,1018,
2023-12-02 00:00:00,23.2,20,27.5,0,,,12.7,,1017.4,
2023-12-03 00:00:00,23.4,20,27,0,,,12.4,,1018.8,
2023-12-04 00:00:00,24,22,27.1,0,,,11.6,,1019.4,
2023-12-05 00:00:00,23.6,21,27,0,,,9.2,,1017.7,
2023-12-06 00:00:00,22.8,20,27.1,0,,,6.2,,1017.2,
2023-12-07 00:00:00,23,19,27,0,,,7.8,,1017.5,
2023-12-08 00:00:00,23.2,19,28.6,0,,,6.8,,1017.2,
2023-12-09 00:00:00,22.6,18,28,0,,,5.2,,1017.7,
2023-12-10 00:00:00,24.2,19.9,29,0,,,7.5,,1018,
2023-12-11 00:00:00,23.8,19.8,29.6,0,,,9.7,,1016.5,
2023-12-12 00:00:00,22.3,19,26,0,,,7.7,,1014.2,
2023-12-13 00:00:00,23.4,18,28,0,,,10.6,,1012.6,
2023-12-14 00:00:00,22,20,24,0,,,18.1,,1016.7,
2023-12-15 00:00:00,20.7,18.9,23,0,,,18.2,,1020,
2023-12-16 00:00:00,20.6,18,24,0,,,12.1,,1021,
2023-12-17 00:00:00,22.9,20,26,0,,,12.4,,1020.8,
2023-12-18 00:00:00,22.8,19.8,25.6,0,,,11,,1019.5,
2023-12-19 00:00:00,22.8,20,26,0,,,5.9,,1019.1,
2023-12-20 00:00:00,22.1,19,26.6,0,,,9.2,,1019.7,
2023-12-21 00:00:00,21.8,19,25.3,0,,,8.2,,1019.2,
2023-12-22 00:00:00,21.3,18.3,25.4,0,,,7.6,,1017.5,
2023-12-23 00:00:00,22.1,17.9,25.6,0,,,13.4,,1015.9,
2023-12-24 00:00:00,23.2,20.9,26,0,,,12.2,,1018.1,
2023-12-25 00:00:00,23.1,20,26.5,0,,,6.7,,1019.7,
2023-12-26 00:00:00,23.3,19.8,26.6,0,,,14.1,,1020.5,
2023-12-27 00:00:00,23.2,21,27.7,0,,,15.5,,1020.2,
2023-12-28 00:00:00,22.8,20,27,0,,,12.5,,1018.2,
2023-12-29 00:00:00,23.4,20,28.2,0,,,13.6,,1017.3,
2023-12-30 00:00:00,22.9,20.9,25,0.2,,,16,,1017.9,
2023-12-31 00:00:00,22.5,21,24.3,1,,,17.8,,1018.2,
2024-01-01 00:00:00,22.3,20,26,0,,,13.9,,1019,
2024-01-02 00:00:00,22,20,25,0,,,13.8,,1018.6,
2024-01-03 00:00:00,21,19,23.2,0,,,12.1,,1016.5,
2024-01-04 00:00:00,20.9,19,24,0,,,16.9,,1018,
2024-01-05 00:00:00,20.5,17,24.5,0,,,14.4,,1018.1,
2024-01-06 00:00:00,20.3,17,24.2,0,,,16.3,,1018.9,
2024-01-07 00:00:00,20.3,18,24,0,,,17.4,,1019.4,
2024-01-08 00:00:00,20.7,17.4,24.2,0,,,14.1,,1021.3,
2024-01-09 00:00:00,20.3,16,23,0,,,8.7,,1021.3,
2024-01-10 00:00:00,20.1,17,23,0,,,7.4,,1019.8,
2024-01-11 00:00:00,20.4,17,23.3,0,,,12.6,,1017.4,
2024-01-12 00:00:00,21.4,18,25,0,,,14.3,,1015.3,
2024-01-13 00:00:00,21.4,18,27.5,0,,,10.7,,1016.3,
2024-01-14 00:00:00,22.3,19,27.6,0,,,11,,1016.2,
2024-01-15 00:00:00,22.4,18,27.6,0,,,7.8,,1017,
2024-01-16 00:00:00,22.4,20,26,0,,,15.3,,1017.1,
2024-01-17 00:00:00,21.1,19,25,0,,,20.2,,1016.9,
2024-01-18 00:00:00,20.1,17.8,24,0.1,,,16,,1017,
2024-01-19 00:00:00,20.4,18,24,0,,,17,,1018.7,
2024-01-20 00:00:00,19.8,16,24,0,,,13.4,,1020.1,
2024-01-21 00:00:00,20.6,17,25,0,,,17.2,,1020.3,
2024-01-22 00:00:00,20.2,16,25,0,,,9,,1020.4,
2024-01-23 00:00:00,19.7,15.7,24.3,0,,,7.8,,1019.6,
2024-01-24 00:00:00,20.8,17,27,0,,,11.5,,1017.1,
2024-01-25 00:00:00,22.8,18,30.3,0,,,10.8,,1015.6,
2024-01-26 00:00:00,22.1,18,27.5,0,,,12.1,,1013.7,
2024-01-27 00:00:00,23.1,20,27,0,,,14.9,,1014.2,
2024-01-28 00:00:00,21.1,19,24,0,,,22.9,,1018.3,
2024-01-29 00:00:00,20.4,18,23,0,,,14.2,,1019,
2024-01-30 00:00:00,21.4,19,24,0,,,9.9,,1017.1,
2024-01-31 00:00:00,22.6,20,26.2,0,,,9.8,,1015.4,
2024-02-01 00:00:00,22.4,21,25,0.2,,,15.9,,1012.2,
2024-02-02 00:00:00,19.2,16,23.1,0,,,20.1,,1016,
2024-02-03 00:00:00,17.9,15.6,21,0,,,19,,1020.6,
2024-02-04 00:00:00,18.4,15.5,22.6,0,,,20.1,,1021.7,
2024-02-05 00:00:00,19,16,22.2,0,,,13.9,,1021.2,
2024-02-06 00:00:00,19.6,16.9,23,0,,,17.4,,1021.7,
2024-02-07 00:00:00,19.9,16,24,0,,,15.6,,1022.8,
2024-02-08 00:00:00,19.2,16,23,0,,,12.5,,1022.8,
2024-02-09 00:00:00,18.7,14,23.4,0,,,8.9,,1020.8,
2024-02-10 00:00:00,18.6,14,21,1.2,,,6.7,,1019.4,
2024-02-11 00:00:00,19.4,18.6,20,10.6,,,17.1,,1017.3,
2024-02-12 00:00:00,19.2,15.7,22.1,9.1,,,21,,1017.9,
2024-02-13 00:00:00,20.3,17,23.5,0,,,10.6,,1018.5,
2024-02-14 00:00:00,21.1,18,24,0,,,10.7,,1017.4,
2024-02-15 00:00:00,22.6,20.8,26,0,,,18.7,,1016.3,
2024-02-16 00:00:00,24.4,22,29.6,0,,,23.5,,1014.4,
2024-02-17 00:00:00,24.9,21,32,0,,,16.8,,1013.8,
2024-02-18 00:00:00,21.2,19,25.2,0,,,30.6,,1015.8,
2024-02-19 00:00:00,20.7,18,25,0,,,18,,1015.6,
2024-02-20 00:00:00,20.6,18,24,0,,,15.2,,1016.5,
2024-02-21 00:00:00,21.1,18,26,0,,,20.6,,1018.5,
2024-02-22 00:00:00,21.2,18,25,0,,,17.5,,1019,
2024-02-23 00:00:00,21.1,18,26,0,,,11.6,,1018.2,
2024-02-24 00:00:00,23,19,28,0,,,8.2,,1015.2,
2024-02-25 00:00:00,22.3,20,26.7,0.1,,,16.6,,1008.9,
2024-02-26 00:00:00,20.1,18,23.4,0,,,16.9,,1012.1,
2024-02-27 00:00:00,20,16,23,0,,,11.4,,1015,
2024-02-28 00:00:00,19.8,17,22,0,,,17.8,,1014.1,
2024-02-29 00:00:00,19.3,16,23,0,,,22.7,,1016,
2024-03-01 00:00:00,18.5,15.3,22,0,,,17.9,,1018.4,
2024-03-02 00:00:00,18.6,16,22.3,0,,,8.5,,1018.7,
2024-03-03 00:00:00,19.1,15,21.5,0,,,11.9,,1015.5,
2024-03-04 00:00:00,21.1,19,25,0.6,,,17.3,,1012,
2024-03-05 00:00:00,21.8,19,25,0,,,14.7,,1014.3,
2024-03-06 00:00:00,21.3,18.3,24,0,,,18.7,,1016.1,
2024-03-07 00:00:00,20.4,18,23,0,,,9.5,,1015,
2024-03-08 00:00:00,22.2,17.3,26,4.9,,,13.2,,1013,
2024-03-09 00:00:00,21.9,20,25,8.7,,,19.1,,1013.5,
2024-03-10 00:00:00,21.4,18,25,0,,,8.6,,1015.8,
2024-03-11 00:00:00,23.4,18,29.1,0,,,14.8,,1015.7,
2024-03-12 00:00:00,22.6,19,26.9,0.5,,,22.4,,1019,
2024-03-13 00:00:00,21.2,18,25.4,0,,,14.1,,1019.1,
2024-03-14 00:00:00,22.3,18,26,0,,,9.1,,1017.7,
2024-03-15 00:00:00,23.5,21.6,27.3,0,,,11.3,,1016,
2024-03-16 00:00:00,24.3,22,27,0,,,14.8,,1013.5,
2024-03-17 00:00:00,24.8,22.6,28,0,,,12.5,,1014.6,
2024-03-18 00:00:00,25,22,29,0,,,8.7,,1013.6,
2024-03-19 00:00:00,25.5,23,32,0.2,,,17.4,,1012.3,
2024-03-20 00:00:00,24.4,23,27,0,,,23.4,,1013.5,
2024-03-21 00:00:00,23.2,20,27,0,,,24.1,,1014.9,
2024-03-22 00:00:00,22.8,19.6,26.2,1.6,,,14.3,,1010.6,
2024-03-23 00:00:00,24.3,22,27,2.5,,,16,,1009.9,
2024-03-24 00:00:00,25.5,22.6,29,1.2,,,22.3,,1008,
2024-03-25 00:00:00,24.9,21,29.1,2.3,,,18.4,,1011.2,
2024-03-26 00:00:00,22,19,26,0,,,25.2,,1017.3,
2024-03-27 00:00:00,22.9,18.6,28,0,,,15.8,,1018.8,
2024-03-28 00:00:00,24.5,19,30,0,,,13.2,,1016.2,
2024-03-29 00:00:00,25.2,20,29,0,,,19.1,,1013.3,
2024-03-30 00:00:00,23.9,21,28,0,,,10,,1014.5,
2024-03-31 00:00:00,24.5,22,30,0,,,10.1,,1016.4,
2024-04-01 00:00:00,25.6,23,30,0,,,8.8,,1014.4,
2024-04-02 00:00:00,26.5,23,32,0,,,10.6,,1011.3,
2024-04-03 00:00:00,26.8,23,33,0,,,8.4,,1010.9,
2024-04-04 00:00:00,26.9,23.3,32,0,,,11.1,,1012.4,
2024-04-05 00:00:00,27.6,22.6,34.3,0,,,10.9,,1013.1,
2024-04-06 00:00:00,27.5,23,35,0,,,9.9,,1011.7,
2024-04-07 00:00:00,27.7,22.5,35,0,,,11.6,,1009.4,
2024-04-08 00:00:00,28.3,24.3,31,0,,,7.3,,1010.2,
2024-04-09 00:00:00,29.2,27,32.5,0,,,9.5,,1011,
2024-04-10 00:00:00,29.9,26,36,0.4,,,9.4,,1010,
2024-04-11 00:00:00,28.1,26,31,0,,,21.1,,1009.3,
2024-04-12 00:00:00,28.2,25,32.4,0,,,26.4,,1008.5,
2024-04-13 00:00:00,26.8,23.9,30.1,0,,,14.9,,1008,
2024-04-14 00:00:00,27.3,23,32,0,,,7.5,,1008.5,
2024-04-15 00:00:00,26.2,23.8,29,0.6,,,19.5,,1007.7,
2024-04-16 00:00:00,23.5,20,26,3.8,,,25.1,,1006.1,
2024-04-17 00:00:00,26.2,21,31.6,0,,,11.7,,1008.9,
2024-04-18 00:00:00,27.9,24,34,0,,,10.2,,1009.2,
2024-04-19 00:00:00,27.5,23,32,0,,,8.3,,1008.6,
2024-04-20 00:00:00,27.4,23.5,33.5,0,,,11.4,,1008.2,
2024-04-21 00:00:00,27.8,24,32,0,,,14.3,,1008,
2024-04-22 00:00:00,29,26,34,0,,,17,,1007.4,
2024-04-23 00:00:00,29.5,25.5,33,0,,,20.9,,1007.6,
2024-04-24 00:00:00,30.1,26,35.1,0,,,12.4,,1005.5,
2024-04-25 00:00:00,27.2,23.7,30.4,0,,,11.2,,1005.7,
2024-04-26 00:00:00,28,24,33,0,,,9.6,,1007.3,
2024-04-27 00:00:00,29,25,34,0,,,8.6,,1007.8,
2024-04-28 00:00:00,29,25,33,0,,,10.1,,1009.1,
2024-04-29 00:00:00,28.9,26,33,0,,,11.4,,1010.2,
2024-04-30 00:00:00,29.5,26.9,33,0,,,17.6,,1009.6,
2024-05-01 00:00:00,26.4,23,28,9.1,,,30.4,,1007.8,
2024-05-02 00:00:00,26,24,30,20,,,15.4,,1006.4,
2024-05-03 00:00:00,28.4,26,33,0.2,,,17.7,,1006.4,
2024-05-04 00:00:00,32.2,27,40,0,,,19,,1006.4,
2024-05-05 00:00:00,30.2,26,35.1,0,,,12,,1008.1,
2024-05-06 00:00:00,30.8,25.8,34.9,0,,,12.7,,1007,
2024-05-07 00:00:00,32.3,29,36,0,,,13.1,,1006.9,
2024-05-08 00:00:00,31.3,28,35,0,,,15.6,,1007.8,
2024-05-09 00:00:00,30.1,27,35,0,,,29.8,,1009.4,
2024-05-10 00:00:00,30.2,26,35,0,,,21.4,,1009.7,
2024-05-11 00:00:00,30.9,27,37,0,,,18.1,,1009.2,
2024-05-12 00:00:00,31.4,24,38,0,,,8.1,,1007.8,
2024-05-13 00:00:00,31.5,27,37,0,,,12.2,,1005.2,
2024-05-14 00:00:00,33.5,30,40,0,,,22.5,,1004.7,
2024-05-15 00:00:00,32.9,29,38,0,,,20,,1006.4,
2024-05-16 00:00:00,33.4,30,37,0,,,20.1,,1007.1,
2024-05-17 00:00:00,33.7,30,39,0,,,16.5,,1006.6,
2024-05-18 00:00:00,32.7,29,36.5,0.3,,,18.6,,1007.1,
2024-05-19 00:00:00,33.4,28,38.9,0,,,18.9,,1005.7,
2024-05-20 00:00:00,34.7,29,41,0,,,15,,1005.5,
2024-05-21 00:00:00,34.7,30,41,0,,,10.5,,1004.9,
2024-05-22 00:00:00,34.5,30.2,40.7,0,,,12,,1003.3,
2024-05-23 00:00:00,34.5,30,39,0,,,15.7,,1003.4,
2024-05-24 00:00:00,37,32,41.3,0,,,22,,1003.6,
2024-05-25 00:00:00,37.2,32,43.2,0,,,16.2,,1002.9,
2024-05-26 00:00:00,36.8,32,42,0,,,14.7,,1002.8,
2024-05-27 00:00:00,36.8,33,41,0,,,24,,1003.4,
2024-05-28 00:00:00,36.7,32,42.9,0,,,26.8,,1003.1,
2024-05-29 00:00:00,38.5,34,43,0,,,24,,1001.1,
2024-05-30 00:00:00,36.6,31,42,0,,,10.7,,1002,
2024-05-31 00:00:00,33,28.9,39,0,,,8.9,,1003.1,
2024-06-01 00:00:00,36.7,28,43.5,0,,,7.5,,1003.1,
2024-06-02 00:00:00,38.3,35,43.1,0,,,22.1,,1002.5,
2024-06-03 00:00:00,36.8,32,42,0,,,23.3,,1002.1,
2024-06-04 00:00:00,34.6,29.9,38,0,,,11.4,,1002.1,
2024-06-05 00:00:00,35.2,28,41.4,0,,,8.5,,1002,
2024-06-06 00:00:00,35.5,32,42,0,,,9.2,,1002.9,
2024-06-07 00:00:00,35.9,31,44,0,,,7.9,,1002,
2024-06-08 00:00:00,34.9,31,42,0,,,9,,1000.6,
2024-06-09 00:00:00,33.1,30,36,0,,,12.7,,1001.3,
2024-06-10 00:00:00,33.7,31,37.1,0,,,10.4,,1002.7,
2024-06-11 00:00:00,35.5,30.2,41,0,,,10.4,,1002.6,
2024-06-12 00:00:00,38.2,32,47,0,,,15,,1001.9,
2024-06-13 00:00:00,38.6,35,43,0,,,17.1,,1001.4,
2024-06-14 00:00:00,39.1,34,45,0,,,9.7,,998.7,
2024-06-15 00:00:00,35.9,32.7,42,0,,,13.3,,997.7,
2024-06-16 00:00:00,35.3,32,40,0,,,11.2,,999.9,
2024-06-17 00:00:00,36,31,42,0,,,12.3,,1001.2,
2024-06-18 00:00:00,37.1,32,42,0,,,8.4,,1000.8,
2024-06-19 00:00:00,40.1,34,47.2,0,,,9.6,,998.9,
2024-06-20 00:00:00,39.2,34,44,0,,,8.6,,996.5,
2024-06-21 00:00:00,36.3,32,41,0,,,8.2,,995.9,
2024-06-22 00:00:00,37.3,33,45,0,,,8.7,,995.5,
2024-06-23 00:00:00,36.8,32,43,0,,,10,,997.5,
2024-06-24 00:00:00,37.4,33,44,0,,,8.6,,997.9,
2024-06-25 00:00:00,40.4,34,46,0,,,13.8,,996,
2024-06-26 00:00:00,41.2,35.4,46.3,0,,,13.6,,994.3,
2024-06-27 00:00:00,39.1,35,46,0,,,13.2,,994.7,
2024-06-28 00:00:00,37.2,33,42,0,,,12.8,,995.3,
2024-06-29 00:00:00,36.3,32.5,44,0,,,10.3,,995.2,
2024-06-30 00:00:00,36.9,32,44,0,,,9.3,,996.4,
2024-07-01 00:00:00,37.9,33,46,0,,,9.8,,994.6,
2024-07-02 00:00:00,41.5,35.9,47,0,,,20.1,,992.4,
2024-07-03 00:00:00,40.6,37.5,45,0,,,27.8,,994.4,
2024-07-04 00:00:00,39.6,36,44,0,,,18.8,,996.9,
2024-07-05 00:00:00,39.8,35,45,0,,,17.3,,995.4,
2024-07-06 00:00:00,38,33.9,44,0,,,10.1,,993,
2024-07-07 00:00:00,36,33,39,0,,,11.2,,994.1,
2024-07-08 00:00:00,35.7,33,40.7,0,,,11.2,,995.6,
2024-07-09 00:00:00,35.8,32,40.3,0,,,10.5,,997.7,
2024-07-10 00:00:00,36.1,33,41.9,0,,,11.1,,999.3,
2024-07-11 00:00:00,36.4,33,41.4,0,,,8,,998.7,
2024-07-12 00:00:00,40.3,36,48,0,,,10.6,,995.3,
2024-07-13 00:00:00,41.2,35,48,0,,,15.4,,993.8,
2024-07-14 00:00:00,39.1,37,42,0,,,18.9,,994.5,
2024-07-15 00:00:00,39.1,34,45,0,,,17.4,,995.9,
2024-07-16 00:00:00,36,33,40,0,,,14.4,,996.9,
2024-07-17 00:00:00,38.2,33,43,0,,,13.8,,997,
2024-07-18 00:00:00,39.8,34,44,0,,,14.8,,995.6,
2024-07-19 00:00:00,38.5,35,45.5,0,,,14.7,,993.7,
2024-07-20 00:00:00,38.1,34,44.4,0,,,12.4,,994.4,
2024-07-21 00:00:00,40.4,35,44.7,0,,,14.9,,995.4,
2024-07-22 00:00:00,40.6,36,45.5,0,,,16.3,,996,
2024-07-23 00:00:00,39.6,36,44.9,0,,,11.8,,996.3,
2024-07-24 00:00:00,39.5,35,46,0,,,11.5,,993.4,
2024-07-25 00:00:00,40.4,36,46.8,0,,,13.1,,992.2,
2024-07-26 00:00:00,39.3,36,44,0,,,10.8,,994,
2024-07-27 00:00:00,40.7,36,45,0,,,15.6,,996.2,
2024-07-28 00:00:00,40.4,36.8,45.4,0,,,20.5,,995.8,
2024-07-29 00:00:00,39.2,35,43,0,,,15.6,,993.1,
2024-07-30 00:00:00,35.6,33,40.7,0,,,10.3,,994.1,
2024-07-31 00:00:00,34.9,32.5,38,0,,,11.2,,996.2,
2024-08-01 00:00:00,36.8,33,40,0,,,11.7,,996.4,
2024-08-02 00:00:00,40.8,36,45,0,,,20.7,,994.5,
2024-08-03 00:00:00,40,37,44.5,0,,,22.9,,995.3,
2024-08-04 00:00:00,40.1,35,45,0,,,19.5,,996.2,
2024-08-05 00:00:00,36.9,33,42.5,0,,,18.5,,996.7,
2024-08-06 00:00:00,35.1,31.4,39.7,0,,,6.5,,997.2,
2024-08-07 00:00:00,36.6,31.5,41.5,0,,,8.8,,997.3,
2024-08-08 00:00:00,36.1,33,41.1,0,,,11.7,,997.6,
2024-08-09 00:00:00,34.6,33,36,0,,,15.2,,999.1,
2024-08-10 00:00:00,35.1,33.7,37,0,,,12.7,,999.6,
2024-08-11 00:00:00,35.4,33,40,0,,,11.4,,998,
2024-08-12 00:00:00,35.5,33,38,0,,,8.9,,997,
2024-08-13 00:00:00,36.4,34,41,0,,,11.5,,998.4,
2024-08-14 00:00:00,35.8,33,39.3,0,,,9.7,,999.5,
2024-08-15 00:00:00,35.5,33,39,0,,,9.8,,999.4,
2024-08-16 00:00:00,37.1,34,43,0,,,14.4,,996.1,
2024-08-17 00:00:00,35.5,31,39,0,,,8.9,,996.3,
2024-08-18 00:00:00,35.1,33,37.8,0,,,15.7,,998.6,
2024-08-19 00:00:00,35.6,33.9,38.8,0,,,15.4,,999.5,
2024-08-20 00:00:00,35.5,34,38,0,,,11.8,,998.9,
2024-08-21 00:00:00,36,34.4,39,0.1,,,19.1,,1000.5,
2024-08-22 00:00:00,35.6,34,38,0,,,16.3,,1001.9,
2024-08-23 00:00:00,35.5,33.9,38.4,0,,,11.1,,1002,
2024-08-24 00:00:00,36.2,33.8,40.4,0,,,15.2,,1001.3,
2024-08-25 00:00:00,37,34.9,40,0,,,11,,1001.2,
2024-08-26 00:00:00,36.7,34,41,0,,,12.8,,999.8,
2024-08-27 00:00:00,36.4,33,39.1,,,,10.5,,999.1,
2024-08-28 00:00:00,36.2,34,39,,,,10.2,,1000.2,
2024-08-29 00:00:00,37.1,33.7,41.7,,,,11.9,,999.8,
2024-08-30 00:00:00,38.6,35,44,,,,18.1,,999.3,
2024-08-31 00:00:00,35.9,33,40,,,,18.9,,1000.1,
2024-09-01 00:00:00,34.4,32,38,,,,14.3,,1001.4,
2024-09-02 00:00:00,34.7,33,37,,,,13.1,,1002.4,
2024-09-03 00:00:00,34.9,32,39.8,0,,,9,,1002.1,
2024-09-04 00:00:00,34.8,32,38,,,,9.2,,1002.2,
2024-09-05 00:00:00,35.1,32,39,0,,,7.9,,1000.9,
2024-09-06 00:00:00,35.4,32,40,0,,,8.9,,1001.2,
2024-09-07 00:00:00,34.4,30.9,39,0,,,9,,1002.3,
2024-09-08 00:00:00,34.9,32,40,0,,,10.8,,1003.6,
2024-09-09 00:00:00,35.2,32,40,0,,,10.9,,1003.3,
2024-09-10 00:00:00,37.4,31,45.6,0,,,9.9,,1001.5,
2024-09-11 00:00:00,35.8,33,40.5,0,,,9.1,,1000.6,
2024-09-12 00:00:00,35.2,31.5,41,0,,,8.2,,1001.4,
2024-09-13 00:00:00,35.4,31,40,0,,,10.5,,1000.9,
2024-09-14 00:00:00,34.6,32,37.2,0,,,12.8,,1000.7,
2024-09-15 00:00:00,36.1,32,42,0,,,8.4,,1001.5,
2024-09-16 00:00:00,35.5,32,40,0,,,9.2,,1003.7,
2024-09-17 00:00:00,34.8,31,39,0,,,9.9,,1005.9,
2024-09-18 00:00:00,34.9,30,40.1,0,,,9.5,,1005.4,
2024-09-19 00:00:00,34.9,32,40.1,0,,,14.3,,1005.7,
2024-09-20 00:00:00,33.3,30,36,0,,,14,,1006.3,
2024-09-21 00:00:00,34.2,32,38,0,,,13,,1005.6,
2024-09-22 00:00:00,34.1,29,38,0,,,8.8,,1005.5,
2024-09-23 00:00:00,35.1,30.8,41.2,0,,,11.3,,1005.7,
2024-09-24 00:00:00,35,32,39,0,,,12,,1004.8,
2024-09-25 00:00:00,36.1,32,42,0,,,12.7,,1002.6,
2024-09-26 00:00:00,35,31,39,0,,,20.7,,1001.9,
2024-09-27 00:00:00,33.2,30.4,36,0,,,17.3,,1002.5,
2024-09-28 00:00:00,33.1,29,39.5,0,,,9,,1003.2,
2024-09-29 00:00:00,32.5,28,35,0,,,8.5,,1004.8,
2024-09-30 00:00:00,34,31,38,0,,,14.7,,1006.9,
2024-10-01 00:00:00,34.5,31,39.2,0,,,14.3,,1007,
2024-10-02 00:00:00,33.8,31,37,0,,,16.3,,1008,
2024-10-03 00:00:00,33.9,30,39.4,0,,,10.6,,1007.9,
2024-10-04 00:00:00,33.9,31,38,0,,,20.8,,1007,
2024-10-05 00:00:00,32.7,30,37,0,,,16.2,,1006.4,
2024-10-06 00:00:00,31.4,28,35,0,,,13.4,,1007.7,
